日期,發佈單位,標題,url
2023-07-27,教學發展中心,【活動轉知】南區雙語教育區域資源中心「雙語教育跨校教師社群」開放申請,https://bulletin.ntust.edu.tw/p/406-1045-115593\,r1391.php?Lang=zh-tw
2023-07-27,研究發展處計畫業務服務中心,【NSTC修正要點】國家科學及技術委員會補助科學研究成果應用推廣專書計畫作業要點,https://bulletin.ntust.edu.tw/p/406-1045-115590\,r1391.php?Lang=zh-tw
2023-07-27,電子計算機中心,【電子計算機中心公告】校園電子郵件系統服務安全性升級作業將暫停中斷服務通知。（Notification:Theschoolemailservicewillbesuspended.）,https://bulletin.ntust.edu.tw/p/406-1045-115587\,r1391.php?Lang=zh-tw
2023-07-27,圖書館,【公告】112年8月3日至7日圖書館因校內施工停電與機房維護，電腦系統暫停服務公告,https://bulletin.ntust.edu.tw/p/406-1045-115573\,r1391.php?Lang=zh-tw
2023-07-27,總務處營繕組,[轉知]工程會修正「採購評選委員專家學者專長類科別一覽表」，名稱並修正為「各機關採購評選委員會專家學者參考名單資料庫專長類科別一覽表」，並自112年7月24日生效一案，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115559\,r1391.php?Lang=zh-tw
2023-07-27,學務處就業輔導組,【就業輔導組】8月份職涯諮詢服務時間公告,https://bulletin.ntust.edu.tw/p/406-1045-114814\,r1391.php?Lang=zh-tw
2023-07-26,人文社會學科,【轉知】客家委員會「112年度第2次客語能力中級暨中高級認證」及「112年度客語能力高級認證」報名資訊，相關訊息請參閱客語能力認證專屬網站（https://hakka.sce.ntnu.edu.tw/hakka）。,https://bulletin.ntust.edu.tw/p/406-1045-115530\,r1391.php?Lang=zh-tw
2023-07-26,圖書館,【公告】112學年第1學期博碩士論文系統升級轉換時間更正,https://bulletin.ntust.edu.tw/p/406-1045-115528\,r1391.php?Lang=zh-tw
2023-07-26,教務處教學發展中心,【轉知】中華醫事科技大學舉辦「教師多元教學知能提升與跨域創課經驗分享會」系列活動,https://bulletin.ntust.edu.tw/p/406-1045-115508\,r1391.php?Lang=zh-tw
2023-07-26,教務處教學發展中心,【轉知】國立中山大學辦理「性別議題融入教學實踐研究&績優計畫分享」工作坊,https://bulletin.ntust.edu.tw/p/406-1045-115506\,r1391.php?Lang=zh-tw
2023-07-26,教務處教學發展中心,【轉知】國立臺北科技大學辦理112年「複合材料工程師教師研習營」課程資訊,https://bulletin.ntust.edu.tw/p/406-1045-115505\,r1391.php?Lang=zh-tw
2023-07-26,教務處教學發展中心,【轉知】臺北醫學大學反思寫作中心辦理「策展與反思」體驗式探索工作坊訊息,https://bulletin.ntust.edu.tw/p/406-1045-115504\,r1391.php?Lang=zh-tw
2023-07-26,國際產學聯盟推動辦公室,【活動轉知】長庚大學舉辦『智慧醫材與創新材料技術發表』，歡迎踴躍參加。,https://bulletin.ntust.edu.tw/p/406-1045-115489\,r1391.php?Lang=zh-tw
2023-07-26,電機系,【活動公告】電機系舉辦PBL工作坊基於工程知識的台灣電力能源發展情境之計算機活動資訊公告歡迎人文社會經濟財經環境保護等跨領域之大專(含研究所)學生報名參加,/var/file/45/1045/img/3115/PBL.png
2023-07-25,總務處事務組,中度颱風杜蘇芮動態警報通知,https://bulletin.ntust.edu.tw/p/406-1045-115472\,r1391.php?Lang=zh-tw
2023-07-25,人事室,恭賀電子工程系林淵翔教授榮獲教育部112年師鐸獎!!,https://bulletin.ntust.edu.tw/p/406-1045-115453\,r1391.php?Lang=zh-tw
2023-07-25,電子計算機中心,重要通知-112年度上半年教育部電子郵件社交工程演練，請各位同仁切勿點選不明之電子郵件。,https://bulletin.ntust.edu.tw/p/406-1045-115449\,r1391.php?Lang=zh-tw
2023-07-24,研究發展處計畫業務服務中心,【活動公告】112年8月24日(星期四)「2023年度國立臺灣科技大學暨學術合作夥伴聯合成果發表會」，歡迎踴躍報名參加，謝謝！,https://bulletin.ntust.edu.tw/p/406-1045-115417\,r1391.php?Lang=zh-tw
2023-07-24,總務處營繕組,電梯停機公告,https://bulletin.ntust.edu.tw/p/406-1045-115448\,r1391.php?Lang=zh-tw
2023-07-24,電子計算機中心,【重要訊息】切勿點選不明電子郵件的超連結!!!Donotclickonhyperlinksinunknownemails.,https://bulletin.ntust.edu.tw/p/406-1045-115440\,r1391.php?Lang=zh-tw
2023-07-24,電子計算機中心,轉知台灣E化資安分析管理協會舉辦「資安鑑識課程-系列Ⅰ課程：資安危機與人工智慧診斷-機器學習模式之資安操作實務」,https://bulletin.ntust.edu.tw/p/406-1045-115439\,r1391.php?Lang=zh-tw
2023-07-24,電子計算機中心,轉知教育部於112年9月6日(三)辦理教育體系源碼程式開發資安專業課程教育訓練,https://bulletin.ntust.edu.tw/p/406-1045-115438\,r1391.php?Lang=zh-tw
2023-07-24,通識教育中心,【看影片、填問卷、抽禮券】活動倒數!知識一夏，通識線上講座，史上最輕鬆的暑假作業來啦！推薦同學參與可以獲得更多獎勵！,https://bulletin.ntust.edu.tw/p/406-1045-114607\,r1391.php?Lang=zh-tw
2023-07-24,總務處事務組,中度颱風杜蘇芮動態警報通知,https://bulletin.ntust.edu.tw/p/406-1045-115432\,r1391.php?Lang=zh-tw
2023-07-24,總務處營繕組,【施工公告】第二教學大樓屋頂空間桁架暨3樓空間改善工程(預定工期自112年7月25日至9月22日止),https://bulletin.ntust.edu.tw/p/406-1045-115411\,r1391.php?Lang=zh-tw
2023-07-21,總務處營繕組,[轉知]工程會修正「修正「公共工程生態檢核注意事項」第二點及第九點附件一」，並自112年7月18日生效一案，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115386\,r1391.php?Lang=zh-tw
2023-07-21,語言中心,【暑期課程公告】2023暑期「EMI學術英語先修班」課程~報名開始,https://bulletin.ntust.edu.tw/p/406-1045-115348\,r1391.php?Lang=zh-tw
2023-07-21,學務處,【學務處生輔組】112-1新增【自辦】3項獎學金，詳見獎學金網頁。,https://sa.ntust.edu.tw/Scholarship
2023-07-20,研究發展處計畫業務服務中心,【訊息轉知】中國醫藥大學研究倫理中心謹訂於112年08月16日舉辦「研究倫理工作坊：人體研究中易受傷害族群的保護」，歡迎有興趣者報名參加，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115345\,r1391.php?Lang=zh-tw
2023-07-20,產學處創新育成中心,112年新創採購暨招標作業廠商說明會，就在8/4歡迎來參加!,https://bulletin.ntust.edu.tw/p/406-1045-115338\,r1391.php?Lang=zh-tw
2023-07-20,總務處營繕組,[轉知]工程會修正「工程告示牌及竣工銘牌設置要點」第二點、第三點、第八點，並自112年7月17日生效，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115334\,r1391.php?Lang=zh-tw
2023-07-19,研究發展處計畫業務服務中心,【教育部公告】廢止「教育部補助大學產業創新研發計畫作業要點」,https://bulletin.ntust.edu.tw/p/406-1045-115322\,r1391.php?Lang=zh-tw
2023-07-19,研究發展處計畫業務服務中心,【附表二注意事項更正通知】FW:【NSTC傑出研究獎申請】國科會112年度傑出研究獎申請案請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115301\,r1391.php?Lang=zh-tw
2023-07-18,總務處營繕組,[轉知][轉知]行政院公共工程委員會修正「公共工程技術服務契約範本」、「公共工程專案管理契約範本」(112年7月10日修正)，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115284\,r1391.php?Lang=zh-tw
2023-07-18,總務處營繕組,[轉知]行政院公共工程委員會修正「統包工程採購契約範本」(1120711修正)，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115283\,r1391.php?Lang=zh-tw
2023-07-18,無線通訊與電磁相容技術研發中心,【轉知】2023夏季電磁教育引領研討會即日起接受報名！,https://bulletin.ntust.edu.tw/p/406-1045-115279\,r1391.php?Lang=zh-tw
2023-07-18,電子計算機中心,轉知國立中山大學於本(112)年8月11日(五)起舉辦二場次的「資安事件通報與應變教育訓練」,https://bulletin.ntust.edu.tw/p/406-1045-115277\,r1391.php?Lang=zh-tw
2023-07-18,學務處就業輔導組,【轉知】臺北市就業服務處「112年職涯種子教師研習營」,https://bulletin.ntust.edu.tw/p/406-1045-115276\,r1391.php?Lang=zh-tw
2023-07-18,國際事務處,【轉知】外籍高階人才來台實習試辦專案，每月可獲3萬元獎助金，歡迎教師至官網申請!,https://bulletin.ntust.edu.tw/p/406-1045-115274\,r1391.php?Lang=zh-tw
2023-07-17,研究發展處計畫業務服務中心,【NSTC計畫徵求】112年度專題研究計畫申覆,https://bulletin.ntust.edu.tw/p/406-1045-115267\,r1391.php?Lang=zh-tw
2023-07-17,電子計算機中心,轉知財團法人國家實驗研究院辦理「教育部112年度教育體系資安專業課程-校園資安與個資防護暨教育機構資訊作業委外安全」,https://bulletin.ntust.edu.tw/p/406-1045-115253\,r1391.php?Lang=zh-tw
2023-07-17,電子計算機中心,函轉數位發展部「112年下半年資安職能訓練說明」,https://bulletin.ntust.edu.tw/p/406-1045-115252\,r1391.php?Lang=zh-tw
2023-07-17,學務處活動組,【學生活動組】校外競賽活動訊息轉知,https://bulletin.ntust.edu.tw/p/406-1045-115233\,r1391.php?Lang=zh-tw
2023-07-17,教務處教學發展中心,【轉知】國立雲林科技大學辦理多維空間多度思維之「劃」瘀活「寫」工作坊。,https://bulletin.ntust.edu.tw/p/406-1045-115213\,r1391.php?Lang=zh-tw
2023-07-17,電子計算機中心,函轉財團法人工業技術研究院辦理「Google雲端系列工作坊－解鎖無限數位潛能」(如附件)，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115208\,r1391.php?Lang=zh-tw
2023-07-14,研究發展處計畫業務服務中心,【Callfor2024ITB-NTUSTProposals】Applicationsareacceptedfromnowuntil5:00pmonAugust152023.,https://bulletin.ntust.edu.tw/p/406-1045-115181\,r1391.php?Lang=zh-tw
2023-07-14,總務處營繕組,[轉知]工程會修正「工程施工查核小組查核品質缺失扣點紀錄表」及「查核委員紀錄表」，並自112年9月1日生效一案，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115172\,r1391.php?Lang=zh-tw
2023-07-14,總務處營繕組,[轉知]工程會修正「工程採購契約範本」(112.7.7修正版)，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115171\,r1391.php?Lang=zh-tw
2023-07-13,研究發展處計畫業務服務中心,【NSTC計畫徵求】法國國家科學研究院（CNRS）國際新興活動(IEA)雙邊人員交流計畫,https://bulletin.ntust.edu.tw/p/406-1045-115152\,r1391.php?Lang=zh-tw
2023-07-13,研究發展處計畫業務服務中心,【NSTC計畫徵求】德國聯邦教育研究部(BMBF)2024年臺德半導體晶片設計學術合作研究計畫(1-3年期),https://bulletin.ntust.edu.tw/p/406-1045-115150\,r1391.php?Lang=zh-tw
2023-07-13,圖書館,圖書館7月新書上架，歡迎借閱/NewArrivalsthisMonth-JUL23,https://bulletin.ntust.edu.tw/p/406-1045-115148\,r1391.php?Lang=zh-tw
2023-07-13,學務處就業輔導組,【轉知】SEMICONTaiwan2023人才培育特展,https://bulletin.ntust.edu.tw/p/406-1045-115126\,r1391.php?Lang=zh-tw
2023-07-13,教務處教學發展中心,【學生學習中心】圖書館後方地下室新增2間學習討論室，歡迎本校教職員生踴躍借用,https://bulletin.ntust.edu.tw/p/406-1045-114843\,r1391.php?Lang=zh-tw
2023-07-13,總務處營繕組,[轉知]工程會函修正「公共工程金質獎頒發作業要點」部分規定及第五點附件四、第六點附件五、附件八、第十點附件九，並自112年7月7日發布生效一案。,https://bulletin.ntust.edu.tw/p/406-1045-115119\,r1391.php?Lang=zh-tw
2023-07-12,教務處教學發展中心,【轉知】國立臺北科技大學將辦理兩場次「教學實踐研究計畫申請及執行經驗線上分享會」,https://bulletin.ntust.edu.tw/p/406-1045-115101\,r1391.php?Lang=zh-tw
2023-07-12,電子計算機中心,函轉行政院關於111年盤點大陸廠牌資通訊產品及委外營運公眾場域契約之評估結果，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115095\,r1391.php?Lang=zh-tw
2023-07-12,研究發展處計畫業務服務中心,[課程資訊]國泰綜合醫院於08月19日舉辦人體試驗研究倫理課程(基礎訓練)-東部場,https://bulletin.ntust.edu.tw/p/406-1045-115090\,r1391.php?Lang=zh-tw
2023-07-12,產學處創新育成中心,【課程資訊】種子師資培育工作坊：「捉住AI旋風–ChatGPT全方位應用」熱烈報名中~誠摯邀請師長們踴躍參與！,https://bulletin.ntust.edu.tw/p/406-1045-115088\,r1391.php?Lang=zh-tw
2023-07-10,教務處教學發展中心,【轉知】國立臺中科技大學辦理「智慧與遠距評量教學設計」工作坊,https://bulletin.ntust.edu.tw/p/406-1045-115024\,r1391.php?Lang=zh-tw
2023-07-10,教務處教學發展中心,【轉知】國立中正大學舉辦「JonathanDancy’sMoralPhilosophy丹席的道德哲學」線上研討會,https://bulletin.ntust.edu.tw/p/406-1045-115023\,r1391.php?Lang=zh-tw
2023-07-10,教務處教學發展中心,【轉知】國立中正大學辦理線上「112年度教學實踐研究計畫成果發表分享會」,https://bulletin.ntust.edu.tw/p/406-1045-115022\,r1391.php?Lang=zh-tw
2023-07-10,教務處教學發展中心,【轉知】國立中正大學辦理免費數位大師講座「數位教學創新基礎功：著作權知識大補帖」,https://bulletin.ntust.edu.tw/p/406-1045-115021\,r1391.php?Lang=zh-tw
2023-07-10,電子計算機中心,因應資通安全管理法規定，惠請各單位協助進行「資安弱點通報機制(VANS)用戶端調查表」，茲訂於112年7月13、14日舉辦「資安弱點通報機制(VANS)安裝與管理教育訓練」，請查照惠復。,https://bulletin.ntust.edu.tw/p/406-1045-115020\,r1391.php?Lang=zh-tw
2023-07-10,秘書室,【轉知】內政部檢送總統公布修正入出國及移民法部分條文1案，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-115014\,r1391.php?Lang=zh-tw
2023-07-10,國際事務處,公告本校112學年度第1學期大陸學生獎勵金申請資訊，詳見附件,https://bulletin.ntust.edu.tw/p/406-1045-115001\,r1391.php?Lang=zh-tw
2023-07-09,學務處活動組,【學生活動組】校外競賽活動訊息轉知,https://bulletin.ntust.edu.tw/p/406-1045-115000\,r1391.php?Lang=zh-tw
2023-07-07,教務處教學發展中心,【轉知】元智大學管理學院舉辦「EMI教師系列講座」，敬邀各教職員參加。,https://bulletin.ntust.edu.tw/p/406-1045-114987\,r1391.php?Lang=zh-tw
2023-07-07,教務處教學發展中心,【轉知】國立臺北科技大學112年「3DEXPERIENCEWORKS雲端設計系統實作工作坊」教師研習課程,https://bulletin.ntust.edu.tw/p/406-1045-114986\,r1391.php?Lang=zh-tw
2023-07-07,教務處教學發展中心,【轉知】中山醫學大學開設「輔具你我他-做中學」磨課師課程,https://bulletin.ntust.edu.tw/p/406-1045-114985\,r1391.php?Lang=zh-tw
2023-07-07,國際產學聯盟推動辦公室,【計畫說明會】113年度-第一梯次國科會科研創業計畫說明會,https://bulletin.ntust.edu.tw/p/406-1045-114968\,r1391.php?Lang=zh-tw
2023-07-07,總務處事務組,【TaiwanTech】學生活動中心第一餐廳招商作業最新進度說明,https://bulletin.ntust.edu.tw/p/406-1045-114966\,r1391.php?Lang=zh-tw
2023-07-07,人事室,【轉知】台北市頤賢文教基金會「侯金堆傑出榮譽獎」即日起至112/09/30前受理申請,https://bulletin.ntust.edu.tw/p/406-1045-114965\,r1391.php?Lang=zh-tw
2023-07-06,學務處活動組,【學生活動組】校外競賽活動訊息轉知,https://bulletin.ntust.edu.tw/p/406-1045-114925\,r1391.php?Lang=zh-tw
2023-07-06,永續發展與校務研究中心,【轉知】台灣永續能源研究基金會辦理2023第二屆「亞太永續博覽會」，敬邀全國大專校院師生踴躍報名參加,https://www.sdgs-asia.com.tw
2023-07-06,學務處,國立臺灣科技大學111學年度「智慧財產權暨法治教育」線上有獎問答活動,https://bulletin.ntust.edu.tw/p/406-1045-114933\,r1391.php?Lang=zh-tw
2023-07-06,電子計算機中心,【重要訊息】請務必遵守著作權法、專利權、商標專用權等智慧財產權相關法規，請勿於公務電腦(資通訊設備)上，安裝或使用不合法之軟體。,https://bulletin.ntust.edu.tw/p/406-1045-114904\,r1391.php?Lang=zh-tw
2023-07-05,產學處創新育成中心,【課程資訊】「新創股權規劃與合約實務」邀請黃沛聲律師線上開課，就在下周二,https://bulletin.ntust.edu.tw/p/406-1045-114899\,r1391.php?Lang=zh-tw
2023-07-05,研究發展處計畫業務服務中心,【研發替代役】113年度研發替代役員額申請，即日起至112年8月9日(三)中午12:00前截止，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-114896\,r1391.php?Lang=zh-tw
2023-07-04,圖書館,臺科大圖書館快報第153期~~暑假高溫炎熱不如在家看電影!!7月暢書單及新增資料庫不容錯過~,https://bulletin.ntust.edu.tw/p/406-1045-114844\,r1391.php?Lang=zh-tw
2023-07-04,秘書室,【轉知】海洋委員會預告「指定取得經濟部核發風力發電離岸系統設置同意函者為海洋污染防治法第十三條第一項之公私場所」修正草案公告影本，並附修正草案總說明及對照表，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-114841\,r1391.php?Lang=zh-tw
2023-07-04,國際事務處,【轉知】教育部補助臺灣高等教育輸出計畫要點，第四點修正,https://bulletin.ntust.edu.tw/p/406-1045-114824\,r1391.php?Lang=zh-tw
2023-07-04,國際事務處,【轉知】「教育部補助人文社會科學學術人才跨國培育實施要點」修正,https://bulletin.ntust.edu.tw/p/406-1045-114819\,r1391.php?Lang=zh-tw
2023-07-04,電子計算機中心,轉知台灣E化資安分析管理協會舉辦「資安鑑識課程-系列Ⅰ課程：駭客攻擊、網路狙殺與資安鑑識-證據分析」,https://bulletin.ntust.edu.tw/p/406-1045-114799\,r1391.php?Lang=zh-tw
2023-07-04,電子計算機中心,轉知國立臺灣大學辦理「112年度教育體系資安通識課程-資通安全概論」,https://bulletin.ntust.edu.tw/p/406-1045-114798\,r1391.php?Lang=zh-tw
2023-07-03,電子計算機中心,【轉知】臺大計資中心資訊應用課程112S暑期課程,https://bulletin.ntust.edu.tw/p/406-1045-114783\,r1391.php?Lang=zh-tw
2023-07-03,教務處教學發展中心,【轉知】經濟部智慧財產局於112年8月23日(星期三)舉辦「教育人員遠距教學著作權」宣導說明會有意者可自行報名參加,https://bulletin.ntust.edu.tw/p/406-1045-114773\,r1391.php?Lang=zh-tw
2023-07-03,教務處教學發展中心,【轉知】財團法人工業技術研究院舉辦「離岸風機浮式基礎結構與海事工程系列課程」,https://bulletin.ntust.edu.tw/p/406-1045-114772\,r1391.php?Lang=zh-tw
2023-07-03,國際事務處,【轉知】「112年外籍高階人才來臺實習試辦專案(IIPP)」，每月可補助實習外籍生3萬元，歡迎老師至官網提報實習職缺!,https://bulletin.ntust.edu.tw/p/406-1045-114762\,r1391.php?Lang=zh-tw
2023-07-03,產學營運處企業服務中心,【轉知】屏東科技大學社會工作系執行110年度屏東縣高齡者社區照顧研究發展中心服務計畫-112年後續擴充辦理「社區居家好夥伴-居家醫療」活動,https://bulletin.ntust.edu.tw/p/406-1045-114756\,r1391.php?Lang=zh-tw
2023-07-03,電子計算機中心,「2023年臺灣網際網路研討會TANET暨全國計算機會議NCS」自即日起開始辦理論文徵稿，惠請本校(單位)人員踴躍投稿及參與研討會，請查照。,https://bulletin.ntust.edu.tw/p/406-1045-114755\,r1391.php?Lang=zh-tw
2023-07-03,研究發展處計畫業務服務中心,【教育部計畫徵求】「112年第2期教育部補助辦理藝術教育活動」計畫案,https://bulletin.ntust.edu.tw/p/406-1045-114751\,r1391.php?Lang=zh-tw
2023-07-01,人事室,112年7月人事服務簡訊已出刊，歡迎下載參閱。PersonnelOfficeNewsletter/July2023Issuereleased:Enjoyreadingstayinformed!”,https://www.personnel.ntust.edu.tw/p/412-1066-8.php?Lang=zh-tw
2023-06-30,產學營運處企業服務中心,【轉知】敬邀出席經濟部工業局智慧機械產學推動計畫【產業人才扎根分項計畫】產學鏈結計畫申請說明會,https://bulletin.ntust.edu.tw/p/406-1045-114718\,r1391.php?Lang=zh-tw
2023-06-30,產學營運處企業服務中心,【轉知】國防部113年「國防先進科技研究計畫」自即日起至112年8月25日1700時止第1次公開徵求計畫申請書,https://bulletin.ntust.edu.tw/p/406-1045-114717\,r1391.php?Lang=zh-tw
2023-06-30,產學營運處企業服務中心,【轉知】檢送「臺北市政府獎勵研究報告運用資料作業要點」(如附件)請惠予協助轉知貴機關所悉之學術研究及相關單位並鼓勵其人員踴躍參與,https://bulletin.ntust.edu.tw/p/406-1045-114714\,r1391.php?Lang=zh-tw
2023-06-30,產學營運處企業服務中心,【轉知】檢送財團法人國家衛生研究院「高齡醫學暨健康福祉研究中心」113年度「老化生物學及健康長壽之轉譯研究」研究合作計畫徵求重點供參,https://bulletin.ntust.edu.tw/p/406-1045-114716\,r1391.php?Lang=zh-tw
2023-06-29,環安室,【轉知】教育部學校衛生安全資訊網112年上半年度職業安全最速報(安衛環保新聞/最新法規/相關文章)，歡迎點閱了解安全衛生與環保新知。,https://bulletin.ntust.edu.tw/p/406-1045-114695\,r1391.php?Lang=zh-tw
2023-06-29,產學營運處企業服務中心,【轉知】海洋委員會海洋保育署辦理「解密海洋看見未來」海洋公民科學計畫即日起開始徵件,https://bulletin.ntust.edu.tw/p/406-1045-114684\,r1391.php?Lang=zh-tw
2023-06-29,產學營運處企業服務中心,【轉知】勞動部職業安全衛生署委由國立臺灣科技大學於112年8月2日及3日於臺北辦理2場次「112年廠場局部排氣裝置檢測、維護管理實務講習會」,https://bulletin.ntust.edu.tw/p/406-1045-114683\,r1391.php?Lang=zh-tw
2023-06-29,教務處教學發展中心,【轉知】國立臺北護理健康大學舉辦「111學年第2學期長期照顧核心模組課程辦理成果發表暨長照教育在地實踐分享會」,https://bulletin.ntust.edu.tw/p/406-1045-114681\,r1391.php?Lang=zh-tw
2023-06-29,教務處教學發展中心,【轉知】朝陽科技大學行銷與流通管理系舉辦「PolyAnalyst大數據工作坊」,https://bulletin.ntust.edu.tw/p/406-1045-114680\,r1391.php?Lang=zh-tw
2023-06-29,研究發展處計畫業務服務中心,【NSTC計畫徵求】「對台灣具重要威脅性之重要及新興感染症」計畫,https://bulletin.ntust.edu.tw/p/406-1045-114673\,r1391.php?Lang=zh-tw
2023-06-29,圖書館,圖書館6月新書上架，歡迎借閱/NewArrivalsthisMonth-JUN23,https://bulletin.ntust.edu.tw/p/406-1045-114613\,r1391.php?Lang=zh-tw
2023-06-28,研究發展處計畫業務服務中心,【NSTC計畫延後收件】法國在台協會(BFT)2024年幽蘭計畫(NSTC-BFTORCHID),https://bulletin.ntust.edu.tw/p/406-1045-114666\,r1391.php?Lang=zh-tw
2023-06-28,學務處衛保組,【衛生保健組】桃園市政府衛生局舉辦「2023年桃園市擴大肺癌篩檢國際論壇」,https://bulletin.ntust.edu.tw/p/406-1045-114661\,r1391.php?Lang=zh-tw
2023-06-28,通識教育中心,【資訊轉知】敬邀師生同仁至文化部文化資產園區辦理文化資產或藝文相關展演活動，請踴躍申請。,https://bulletin.ntust.edu.tw/p/406-1045-114651\,r1391.php?Lang=zh-tw
2023-06-28,學務處,【學務處生輔組】111-2新增【自辦】4項獎學金，詳見獎學金網頁。,https://sa.ntust.edu.tw/Scholarship
2023-06-28,總務處事務組,【宣導】112年度自用車及機車燃料使用費自7月1日起開徵，請於7月31日前繳納，以免逾期受罰。,https://bulletin.ntust.edu.tw/p/406-1045-114647\,r1391.php?Lang=zh-tw
2023-06-27,諮商輔導組,【轉知】『生命鬥士輪轉校園』生命教育巡迴演講活動,https://bulletin.ntust.edu.tw/p/406-1045-114628\,r1391.php?Lang=zh-tw
2023-06-26,體育室,6/29辦理企業運動會本校體育館9:00-18:00不開放使用Duetothecorporationsportsdaythestadiumwillbeclosedfrom9:00to18:00onJun29.,https://bulletin.ntust.edu.tw/p/406-1045-114608\,r1391.php?Lang=zh-tw
2023-06-26,研究發展處計畫業務服務中心,【NSTC計畫徵求】113年度「族群研究與原住民族研究」整合型計畫,https://bulletin.ntust.edu.tw/p/406-1045-114605\,r1391.php?Lang=zh-tw
2023-06-26,國際事務處,【轉知】「2023年第3次臺灣歐盟論壇」將於112年6月30日於國圖舉行，歡迎踴躍參加！,https://bulletin.ntust.edu.tw/p/406-1045-114604\,r1391.php?Lang=zh-tw
